DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2019-0041-BHS,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,Migrants,BHS,Bahamas,Latin America and the Caribbean,Americas,Abacos Isl.,,,No,No,No,,,,,,,2019,2,3,2019,2,3,28,,17,,17,,,,,,,83.9041700601057,,2019-02-04,2023-09-25
2019-0045-USA,No,nat-met-sto-san,Natural,Meteorological,Storm,Sand/Dust storm,,,USA,United States of America,Northern America,Americas,Midwest and Northeast,,Lightening|Snow/ice,No,No,No,,,Kph,,,,2019,1,18,2019,1,21,10,,,,,,,,,100000,119184,83.9041700601057,"[{""adm1_code"":3220,""adm1_name"":""Connecticut""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3233,""adm1_name"":""Maine""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3243,""adm1_name"":""New Hampshire""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3248,""adm1_name"":""North Dakota""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3253,""adm1_name"":""Rhode Island""},{""adm1_code"":3255,""adm1_name"":""South Dakota""},{""adm1_code"":3259,""adm1_name"":""Vermont""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""}]",2019-02-08,2023-09-25
2019-0046-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,USA,United States of America,Northern America,Americas,Upper midwest,,Cold wave,No,No,No,,,Kph,,,,2019,1,29,2019,1,31,22,,,,,,,,,,,83.9041700601057,"[{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3248,""adm1_name"":""North Dakota""},{""adm1_code"":3255,""adm1_name"":""South Dakota""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""}]",2019-02-08,2023-09-25
2019-0051-BRA,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Football training center Flamengo,BRA,Brazil,Latin America and the Caribbean,Americas,Rio de Janeiro,,,No,No,No,,,,,,,2019,2,8,2019,2,8,10,3,,,3,,,,,,,83.9041700601057,,2019-02-08,2023-09-25
2019-0072-PER,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,PER,Peru,Latin America and the Caribbean,Americas,"Apurimac, Arequipa, Ayacucho, Cusco, Huancavelica, Ica, Lima, Moquegua, Puno, Tacna",,"Slide (land, mud, snow, rock)|Storm",No,No,No,,,Km2,,,,2019,2,21,2019,2,28,51,79,8300,,8379,,,,,,,83.9041700601057,"[{""adm1_code"":2330,""adm1_name"":""Apurímac""},{""adm1_code"":2331,""adm1_name"":""Arequipa""},{""adm1_code"":2332,""adm1_name"":""Ayacucho""},{""adm1_code"":2335,""adm1_name"":""Cusco""},{""adm1_code"":2336,""adm1_name"":""Huancavelica""},{""adm1_code"":2338,""adm1_name"":""Ica""},{""adm1_code"":2342,""adm1_name"":""Lima""},{""adm1_code"":2345,""adm1_name"":""Moquegua""},{""adm1_code"":2348,""adm1_name"":""Puno""},{""adm1_code"":2350,""adm1_name"":""Tacna""}]",2019-03-04,2023-09-25
2019-0073-BOL,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,"Chuquisaca, La Paz, Potosí, Oruro, Cochabamba, Tarija, Pando, Beni, Santa Cruz departments","Heavy rain and thunderstorms, El Nino","Slide (land, mud, snow, rock)|Storm",No,No,Yes,,,Km2,,,,2019,2,24,2019,4,10,60,,335540,,335540,,,,,,,83.9041700601057,"[{""adm1_code"":40444,""adm1_name"":""Chuquisaca""},{""adm1_code"":40446,""adm1_name"":""La Paz""},{""adm1_code"":40448,""adm1_name"":""Potosi""}]",2019-03-04,2023-09-25
2019-0075-COL,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,COL,Colombia,Latin America and the Caribbean,Americas,"Condoto, Tadó, Cértegui, Andagoya, Río Iró e Istmina municipalities (Chocó department)",Heavy rains,,No,No,No,,,Km2,,,"San Juan, Iró, Condoto, Cértegui , Quito rivers",2019,2,20,2019,2,26,,,9000,,9000,,,,,,,83.9041700601057,"[{""adm2_code"":13385,""adm2_name"":""Entrerrios""},{""adm2_code"":13792,""adm2_name"":""Condoto""},{""adm2_code"":13806,""adm2_name"":""Tado""}]",2019-03-05,2023-09-25
2019-0078-ECU,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,ECU,Ecuador,Latin America and the Caribbean,Americas,"La Delia, El Colorado (Los Rios Province); Santa Ana Canton, Manabí, Pastaza provinces",Heavy rains,,No,No,No,,,Km2,,,Portoviejo River,2019,2,21,2019,3,5,14,,3000,,3000,,,,,,,83.9041700601057,"[{""adm1_code"":1147,""adm1_name"":""Los Rios""},{""adm1_code"":1148,""adm1_name"":""Manabi""},{""adm1_code"":1152,""adm1_name"":""Pastaza""}]",2019-03-05,2023-09-25
2019-0081-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Alabama, Georgia, South Carolina, Florida, Mississippi,",,,No,No,No,,,Kph,,,,2019,3,3,2019,3,4,28,90,,,90,,,140000,166857,190000,226449,83.9041700601057,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3254,""adm1_name"":""South Carolina""}]",2019-03-06,2023-09-25
2019-0086-USA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,USA,United States of America,Northern America,Americas,"Amador, Glenn, Lake, Mendocino, Sonoma, Humboldt counties (California)",Heavy rain,"Slide (land, mud, snow, rock)|Storm",No,No,Yes,,,Km2,,,,2019,2,25,2019,3,1,1,,6000,,6000,,,,,,,83.9041700601057,"[{""adm2_code"":28867,""adm2_name"":""Amador""},{""adm2_code"":28875,""adm2_name"":""Glenn""},{""adm2_code"":28876,""adm2_name"":""Humboldt""},{""adm2_code"":28881,""adm2_name"":""Lake""},{""adm2_code"":28887,""adm2_name"":""Mendocino""},{""adm2_code"":28913,""adm2_name"":""Sonoma""}]",2019-03-06,2023-09-25
2019-0089-USA,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,,USA,United States of America,Northern America,Americas,"Tennessee, Mississippi, Alabama, Illinois, Indiana, Ohio, Connecticut, Maryland, Massachusetts, New Jersey, New-York, Pennsylvania, Virginia, West Virginia states",,Flood|Hail,No,No,No,,,Kph,,,,2019,2,23,2019,2,25,2,12,,,12,,,,,1200000,1430203,83.9041700601057,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3220,""adm1_name"":""Connecticut""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3260,""adm1_name"":""Virginia""},{""adm1_code"":3262,""adm1_name"":""West Virginia""}]",2019-03-08,2023-09-25
2019-0090-USA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),DFO:4727,,USA,United States of America,Northern America,Americas,Northern California,,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2019,2,26,2019,3,4,1,,8000,,8000,,,,,,,83.9041700601057,"[{""adm1_code"":3218,""adm1_name"":""California""}]",2019-03-08,2023-09-25
2019-0091-CHL,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),DFO:4726,,CHL,Chile,Latin America and the Caribbean,Americas,"Arica y Parinacota, Tarapacá, Antofagasta regions",Torrential rains,,No,No,No,,272110.34,Km2,-21.965,-69.245,,2019,2,1,2019,2,10,6,,600,,600,,,,,,,83.9041700601057,"[{""adm1_code"":883,""adm1_name"":""Antofagasta""},{""adm1_code"":91502,""adm1_name"":""Tarapaca""},{""adm1_code"":91503,""adm1_name"":""Arica y Painacota""}]",2019-03-08,2023-09-25
2019-0092-BOL,No,nat-hyd-mmw-mud,Natural,Hydrological,Mass movement (wet),Mudslide,,,BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,"Cochabamba, Beni, La Paz, Potosi, Chuquisaca, Tarija and Pando",Torrential rains,,No,No,No,,,,,,,2019,2,2,2019,2,4,23,,,,,,,,,,,83.9041700601057,"[{""adm1_code"":648,""adm1_name"":""Pando""},{""adm1_code"":40443,""adm1_name"":""Beni""},{""adm1_code"":40444,""adm1_name"":""Chuquisaca""},{""adm1_code"":40445,""adm1_name"":""Cochabamba""},{""adm1_code"":40446,""adm1_name"":""La Paz""},{""adm1_code"":40448,""adm1_name"":""Potosi""},{""adm1_code"":40450,""adm1_name"":""Tarija""}]",2019-03-08,2023-09-25
2019-0093-PER,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,PER,Peru,Latin America and the Caribbean,Americas,"Arequipa, Ancash, Loreto, Tacna, Moquegua",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2019,2,7,2019,2,7,10,,,,,,,,,,,83.9041700601057,"[{""adm1_code"":2329,""adm1_name"":""Ancash""},{""adm1_code"":2331,""adm1_name"":""Arequipa""},{""adm1_code"":2343,""adm1_name"":""Loreto""},{""adm1_code"":2345,""adm1_name"":""Moquegua""},{""adm1_code"":2350,""adm1_name"":""Tacna""}]",2019-03-08,2023-09-25
2019-0100-BRA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,BRA,Brazil,Latin America and the Caribbean,Americas,"São Paulo, São Bernardo do Campo, Ribeirão Pires, Suzano (Sao Paulo)",Torrential rains,"Slide (land, mud, snow, rock)",No,No,No,,20310.38,Km2,-23.539,-46.124,,2019,3,10,2019,3,11,12,6,1300,,1306,,,,,,,83.9041700601057,"[{""adm2_code"":11467,""adm2_name"":""Ribeirao Pires""},{""adm2_code"":11525,""adm2_name"":""Sao Bernardo Do Campo""},{""adm2_code"":11543,""adm2_name"":""Sao Paulo""},{""adm2_code"":11566,""adm2_name"":""Suzano""}]",2019-03-12,2023-09-25
2019-0103-MEX,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,MEX,Mexico,Latin America and the Caribbean,Americas,Chiapas state,,,No,No,No,,,,,,,2019,3,7,2019,3,7,23,33,,,33,,,,,,,83.9041700601057,,2019-03-12,2023-09-25
2019-0104-COL,No,tec-tra-air-air,Technological,Transport,Air,Air,,DC3,COL,Colombia,Latin America and the Caribbean,Americas,Near Villavicencio,,,No,No,No,,,,,,,2019,3,9,2019,3,9,12,,,,,,,,,,,83.9041700601057,,2019-03-12,2023-09-25
2019-0116-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,USA,United States of America,Northern America,Americas,"Nebraska, Iowa, Wisconsin, Missouri, Kansas, Illinois, Minnesota, South Dakota, North Dakota, Michigan",Fast snowmelt,Storm,No,No,No,,,Km2,,,,2019,3,14,2019,3,31,5,,2000,,2000,,,2500000,2979590,10000000,11918359,83.9041700601057,"[{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3248,""adm1_name"":""North Dakota""},{""adm1_code"":3255,""adm1_name"":""South Dakota""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""}]",2019-03-19,2023-09-25
