DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2002-0687-CAN,No,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,,West Nile Fever,CAN,Canada,Northern America,Americas,"Alberta, Ontario, Quebec",,,No,No,No,,,Vaccinated,,,,2002,9,,2002,10,12,2,,139,,139,,,,,,,59.0331440786142,,2005-06-22,2023-09-25
2002-0693-ECU,No,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,,Reventador,ECU,Ecuador,Latin America and the Caribbean,Americas,"Pedro Mancayo, Cayambe, Quito, Ruminahui, Mejia districts (Pichincha province), Gonzalo Pizarro district (Sucumbios province), El Chaco, Quijos districts (Napo province)",,,No,No,Yes,1614,,,,,,2002,11,3,2002,11,4,,,128150,,128150,,,,,,,59.0331440786142,"[{""adm2_code"":15498,""adm2_name"":""El Chaco""},{""adm2_code"":15499,""adm2_name"":""Quijos""},{""adm2_code"":15517,""adm2_name"":""Gonzalo Pizarro""},{""adm2_code"":15508,""adm2_name"":""Cayambe""},{""adm2_code"":15509,""adm2_name"":""Mejia""},{""adm2_code"":15510,""adm2_name"":""Pedro Moncayo""},{""adm2_code"":15512,""adm2_name"":""Quito""},{""adm2_code"":15513,""adm2_name"":""Rumidahui""}]",2005-04-19,2023-09-25
2002-0698-MEX,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,MEX,Mexico,Latin America and the Caribbean,Americas,Yucatan state,,,No,No,No,,,,,,,2002,11,10,2002,11,10,14,7,,,7,,,,,,,59.0331440786142,,2003-07-01,2023-09-25
2002-0700-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Tipton, Carroll, Montgomery, Sumner, Bedford, Coffee, Morgan, Cumberland, Anderson districts (Tennessee province), Henry, Dale, Fayette, Walker, Winston, Lamar, Cullman, Tuscaloosa, Jefferson, Cherokee districts (Alabama province), Van Wert, Paulding, Putnam, Defiance, Athens, Logan, Union, Seneca, Ottawa districts (Ohio province), Allen district (Kentucky province), Cross, Crittenden, Mississippi districts (Arkansas province), Appling, Cherokee, Pickens, Dawson, Atkinson, Coffee districts (Georgia province), Blackford district (Indiana province), Lowndes, Winston, Noxubee, Oktibbeha districts (Mississippi province), Mercer district (Pennsylvania province), McCormick district (South Carolina province)",,,No,No,No,,200,Kph,,,,2002,11,5,2002,11,10,36,115,3600,351,4066,,,450500,763131,700000,1185775,59.0331440786142,"[{""adm2_code"":28700,""adm2_name"":""Cherokee""},{""adm2_code"":28712,""adm2_name"":""Cullman""},{""adm2_code"":28713,""adm2_name"":""Dale""},{""adm2_code"":28719,""adm2_name"":""Fayette""},{""adm2_code"":28724,""adm2_name"":""Henry""},{""adm2_code"":28727,""adm2_name"":""Jefferson""},{""adm2_code"":28728,""adm2_name"":""Lamar""},{""adm2_code"":28753,""adm2_name"":""Tuscaloosa""},{""adm2_code"":28754,""adm2_name"":""Walker""},{""adm2_code"":28757,""adm2_name"":""Winston""},{""adm2_code"":28807,""adm2_name"":""Crittenden""},{""adm2_code"":28808,""adm2_name"":""Cross""},{""adm2_code"":28836,""adm2_name"":""Mississippi""},{""adm2_code"":29065,""adm2_name"":""Appling""},{""adm2_code"":29066,""adm2_name"":""Atkinson""},{""adm2_code"":29092,""adm2_name"":""Cherokee""},{""adm2_code"":29098,""adm2_name"":""Coffee""},{""adm2_code"":29106,""adm2_name"":""Dawson""},{""adm2_code"":29176,""adm2_name"":""Pickens""},{""adm2_code"":29379,""adm2_name"":""Blackford""},{""adm2_code"":29672,""adm2_name"":""Allen""},{""adm2_code"":30122,""adm2_name"":""Lowndes""},{""adm2_code"":30130,""adm2_name"":""Noxubee""},{""adm2_code"":30131,""adm2_name"":""Oktibbeha""},{""adm2_code"":30158,""adm2_name"":""Winston""},{""adm2_code"":30724,""adm2_name"":""Athens""},{""adm2_code"":30739,""adm2_name"":""Defiance""},{""adm2_code"":30765,""adm2_name"":""Logan""},{""adm2_code"":30781,""adm2_name"":""Ottawa""},{""adm2_code"":30782,""adm2_name"":""Paulding""},{""adm2_code"":30788,""adm2_name"":""Putnam""},{""adm2_code"":30793,""adm2_name"":""Seneca""},{""adm2_code"":30799,""adm2_name"":""Union""},{""adm2_code"":30800,""adm2_name"":""Van Wert""},{""adm2_code"":30963,""adm2_name"":""Mercer""},{""adm2_code"":31027,""adm2_name"":""McCormick""},{""adm2_code"":31105,""adm2_name"":""Anderson""},{""adm2_code"":31106,""adm2_name"":""Bedford""},{""adm2_code"":31113,""adm2_name"":""Carroll""},{""adm2_code"":31120,""adm2_name"":""Coffee""},{""adm2_code"":31122,""adm2_name"":""Cumberland""},{""adm2_code"":31167,""adm2_name"":""Montgomery""},{""adm2_code"":31169,""adm2_name"":""Morgan""},{""adm2_code"":31187,""adm2_name"":""Sumner""},{""adm2_code"":31188,""adm2_name"":""Tipton""}]",2006-01-13,2023-09-25
2002-0708-PER,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,PER,Peru,Latin America and the Caribbean,Americas,Satipo district (Junin province),,,No,No,No,,16,Km2,,,,2002,11,10,2002,11,10,4,,350,,350,,,,,,,59.0331440786142,"[{""adm2_code"":24114,""adm2_name"":""Satipo""}]",2003-07-01,2023-09-25
2002-0710-PER,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,PER,Peru,Latin America and the Caribbean,Americas,"Ucayali river, Boca Catalina",,,No,No,No,,,,,,,2002,11,17,2002,11,17,30,,,,,,,,,,,59.0331440786142,,2003-07-01,2023-09-25
2002-0719-ECU,No,tec-mis-exp-exp,Technological,Miscellaneous accident,Explosion (Miscellaneous),Explosion (Miscellaneous),,Ammunitions depot,ECU,Ecuador,Latin America and the Caribbean,Americas,Riobamba,,,No,No,No,,,,,,,2002,11,20,2002,11,20,8,300,2500,,2800,,,,,50000,84698,59.0331440786142,,2003-07-01,2023-09-25
2002-0723-ARG,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,ARG,Argentina,Latin America and the Caribbean,Americas,"Entre Rios, Santa Fe, Buenos Aires, Buenors Aires D.f. provinces",,,No,No,No,,,Kph,,,,2002,10,22,2002,10,22,3,,5000,,5000,,,,,,,59.0331440786142,"[{""adm1_code"":429,""adm1_name"":""Buenos Aires""},{""adm1_code"":430,""adm1_name"":""Buenos Aires D.f.""},{""adm1_code"":436,""adm1_name"":""Entre Rios""},{""adm1_code"":449,""adm1_name"":""Santa Fe""}]",2003-07-01,2023-09-25
2002-0724-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Lili,USA,United States of America,Northern America,Americas,"St. Tammany, Terrebonne, Lafayette, Acadia, Evangeline, Rapides districts (Louisiana province)",,Flood,No,No,No,,,Kph,,,,2002,10,3,2002,10,3,,,,,,,,750000,1270473,2000000,3387927,59.0331440786142,"[{""adm2_code"":29791,""adm2_name"":""Acadia""},{""adm2_code"":29810,""adm2_name"":""Evangeline""},{""adm2_code"":29819,""adm2_name"":""Lafayette""},{""adm2_code"":29830,""adm2_name"":""Rapides""},{""adm2_code"":29842,""adm2_name"":""St. Tammany""},{""adm2_code"":29845,""adm2_name"":""Terrebonne""}]",2008-03-21,2023-09-25
2002-0728-COL,No,nat-hyd-mmw-mud,Natural,Hydrological,Mass movement (wet),Mudslide,,,COL,Colombia,Latin America and the Caribbean,Americas,"El Dorado, Canonico, San Mateo towns (Montecristo district, Bolivar province)",,,No,No,No,,,,,,,2002,10,27,2002,10,29,70,,,2000,2000,,,,,,,59.0331440786142,"[{""adm2_code"":13515,""adm2_name"":""Montecristo""}]",2005-12-09,2023-09-25
2002-0748-VEN,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Nighclub,VEN,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,Americas,Caracas,,,No,No,No,,,,,,,2002,12,1,2002,12,1,50,12,,,12,,,,,,,59.0331440786142,,2003-07-01,2023-09-25
2002-0751-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,USA,United States of America,Northern America,Americas,"Washington DC (District of Columbia district, District of Columbia province), North Carolina, South Carolina, Virginia, New York, Pennsylvania, Kentucky, New Jersey, Maryland, Missouri, Tennesse provinces",,,No,No,No,,,Kph,,,,2002,12,4,2002,12,5,30,,,,,,,450500,763131,450500,763131,59.0331440786142,"[{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3260,""adm1_name"":""Virginia""},{""adm2_code"":28997,""adm2_name"":""District of Columbia""}]",2003-07-01,2023-09-25
2002-0755-CRI,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CRI,Costa Rica,Latin America and the Caribbean,Americas,"Valle La Estrella, Limon, Bananito, Bomba, cities (Limon district, Limon province), Bribri, Olivia, Paraiso, Margarita, Catarina, Celia, Bambu, Suretka, Shiroles, Coroma, Gavilan cities (Talamanca district, Limon province), Matina district (Limon province), Pangola city (Saraquipi district, Heredia province), San Pablo city (Alvarado district, Cartago province), Grano de Oro, Turrialba (Turrialba district, Cartago province)",Heavy rains,,Yes,No,Yes,,,Km2,,,,2002,11,23,2002,12,13,10,40,75000,,75040,,,,,,,59.0331440786142,"[{""adm2_code"":14485,""adm2_name"":""Alvarado""},{""adm2_code"":14492,""adm2_name"":""Turrialba""},{""adm2_code"":14513,""adm2_name"":""Sarapiqui""},{""adm2_code"":14515,""adm2_name"":""Limon""},{""adm2_code"":14516,""adm2_name"":""Matina""},{""adm2_code"":14519,""adm2_name"":""Talamanca""}]",2004-08-17,2023-09-25
2002-0755-PAN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,PAN,Panama,Latin America and the Caribbean,Americas,"Bocas del Toro, Veraguas, Darien, Colon, Cocle, Kuna Yala, Panama provinces",Heavy rains,,No,No,No,,,Km2,,,"Indio, Sixaola. Capira, Maria Chiquita, Santa Maria de Belen",2002,11,23,2002,12,13,1,,15000,,15000,,,,,,,59.0331440786142,"[{""adm1_code"":2282,""adm1_name"":""Coclé""},{""adm1_code"":2283,""adm1_name"":""Colón""},{""adm1_code"":2284,""adm1_name"":""Kuna Yala""},{""adm1_code"":2288,""adm1_name"":""Panamá""},{""adm1_code"":93668,""adm1_name"":""Bocas del Toro""},{""adm1_code"":93670,""adm1_name"":""Darién""},{""adm1_code"":93673,""adm1_name"":""Veraguas""}]",2004-08-17,2023-09-25
2002-0768-CUB,No,tec-tra-rai-rai,Technological,Transport,Rail,Rail,,,CUB,Cuba,Latin America and the Caribbean,Americas,Near Coliseo,,,No,No,No,,,,,,,2002,12,11,2002,12,11,13,74,,,74,,,,,,,59.0331440786142,,2003-07-01,2023-09-25
2002-0775-USA,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Apartment building,USA,United States of America,Northern America,Americas,Harlem (New York),,,No,No,No,,,,,,,2002,11,19,2002,11,19,,12,,200,212,,,,,,,59.0331440786142,,2003-07-01,2023-09-25
2002-0784-BRA,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,"Boat ""Sap Luiz""",BRA,Brazil,Latin America and the Caribbean,Americas,"Para river (Amazonia, North)",,,No,No,No,,,,,,,2002,12,18,2002,12,18,44,,,,,,,,,,,59.0331440786142,,2003-07-15,2023-09-25
2002-0793-USA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,USA,United States of America,Northern America,Americas,"Marin, Los Angeles, Santa Cruz districts (California province), Oregon, Nevada provinces",,,No,No,No,,,Kph,,,,2002,12,19,2002,12,19,13,,,,,,,,,,,59.0331440786142,"[{""adm1_code"":3242,""adm1_name"":""Nevada""},{""adm1_code"":3251,""adm1_name"":""Oregon""},{""adm2_code"":28883,""adm2_name"":""Los Angeles""},{""adm2_code"":28885,""adm2_name"":""Marin""},{""adm2_code"":28908,""adm2_name"":""Santa Cruz""}]",2003-07-01,2023-09-25
2002-0802-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,USA,United States of America,Northern America,Americas,"Oklahoma, Massachusetts, New York, Arkansas, Missouri, New Mexico, Louisiana, Texas provinces",,,No,No,No,,,Kph,,,,2002,12,23,2002,12,23,18,,,,,,,,,,,59.0331440786142,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3245,""adm1_name"":""New Mexico""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2003-07-01,2023-09-25
2002-0805-MEX,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,MEX,Mexico,Latin America and the Caribbean,Americas,"Chihuahua, Sonora, Baja California, Baja California Sur provinces",,,No,No,No,,-10,°C,,,,2002,12,24,2002,12,24,50,,,,,,,,,,,59.0331440786142,"[{""adm1_code"":2029,""adm1_name"":""Baja California""},{""adm1_code"":2030,""adm1_name"":""Baja California Sur""},{""adm1_code"":2033,""adm1_name"":""Chihuahua""},{""adm1_code"":2053,""adm1_name"":""Sonora""}]",2003-07-01,2023-09-25
2002-0817-MEX,No,tec-mis-exp-exp,Technological,Miscellaneous accident,Explosion (Miscellaneous),Explosion (Miscellaneous),,Fireworks,MEX,Mexico,Latin America and the Caribbean,Americas,Veracruz,,,No,No,No,,,,,,,2002,12,31,2002,12,31,78,41,,,41,,,,,,,59.0331440786142,,2003-07-01,2023-09-25
2002-0824-BRA,No,nat-hyd-mmw-mud,Natural,Hydrological,Mass movement (wet),Mudslide,,,BRA,Brazil,Latin America and the Caribbean,Americas,"Angra Dos Reis district, Rio de Janeiro province",,Flood,No,No,No,,,,,,,2002,12,9,2002,12,12,74,,,1500,1500,,,,,11000,18634,59.0331440786142,"[{""adm2_code"":9895,""adm2_name"":""Angra Dos Reis""}]",2006-09-17,2023-09-25
2002-0830-BRA,No,nat-hyd-mmw-mud,Natural,Hydrological,Mass movement (wet),Mudslide,,,BRA,Brazil,Latin America and the Caribbean,Americas,Teresopolis district (Rio de Janeiro province),,,No,No,No,,,,,,,2002,12,21,2002,12,21,13,,,,,,,,,,,59.0331440786142,"[{""adm2_code"":9979,""adm2_name"":""Teresopolis""}]",2003-07-01,2023-09-25
2002-0839-COL,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,COL,Colombia,Latin America and the Caribbean,Americas,Arauca province,Heavy rain,Broken Dam/Burst bank,No,No,No,,,Km2,,,Aruca,2002,7,5,2002,8,8,,,12500,,12500,,,,,,,59.0331440786142,"[{""adm1_code"":936,""adm1_name"":""Arauca""}]",2005-09-26,2023-09-25
2002-0840-DOM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,DOM,Dominican Republic,Latin America and the Caribbean,Americas,San Pedro de Macoris district (San Pedro de Macoris province),,,No,No,No,,,Km2,,,,2002,5,24,2002,6,7,3,,1750,,1750,,,,,500,847,59.0331440786142,"[{""adm2_code"":36995,""adm2_name"":""San Pedro de Macor¡s""}]",2005-12-09,2023-09-25
2002-0845-COL,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,COL,Colombia,Latin America and the Caribbean,Americas,Tierralta district (Cordoba province),,,No,No,No,,,Km2,,,,2002,11,,2002,11,,,,1025,,1025,,,,,,,59.0331440786142,"[{""adm2_code"":13834,""adm2_name"":""Tierralta""}]",2003-07-01,2023-09-25
2002-0846-ECU,No,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,,Tungurahua,ECU,Ecuador,Latin America and the Caribbean,Americas,Banos de Angua Santa district (Tungurahua province),,,No,No,No,,,,-1.467,-78.442,,2002,10,2,2002,10,2,,,21500,,21500,,,,,,,59.0331440786142,"[{""adm2_code"":15523,""adm2_name"":""Banos de Agua Santa""}]",2005-06-01,2023-09-25
2002-0847-CHL,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHL,Chile,Latin America and the Caribbean,Americas,"Libertador Gral. Bernardo O'higgins, Maule, Biobio, Los Lagos, Los Rios, Aisen del Gral. Carlos Ibanez del Campo, Magallanes y Antartica chilena, Araucania provinces",Heavy rain,,No,No,No,,,Km2,,,,2002,10,12,2002,11,2,3,,800,,800,,,,,,,59.0331440786142,"[{""adm1_code"":884,""adm1_name"":""Araucania""},{""adm1_code"":886,""adm1_name"":""Aisen del Gral. Carlos Ibañez del Campo""},{""adm1_code"":887,""adm1_name"":""Biobio""},{""adm1_code"":889,""adm1_name"":""Libertador Gral. Bernardo O'Higgins""},{""adm1_code"":891,""adm1_name"":""Magallanes y Antartica chilena""},{""adm1_code"":892,""adm1_name"":""Maule""},{""adm1_code"":91501,""adm1_name"":""Los Lagos""},{""adm1_code"":91504,""adm1_name"":""Los Rios""}]",2005-09-26,2023-09-25
2002-0848-ARG,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,ARG,Argentina,Latin America and the Caribbean,Americas,"Buenos Aires, Chubut, Entre Rios, Rio Negro, Santa Fe provinces",Heavy rain,,No,No,No,,,Km2,,,"Yuqueri Grande, Chico River",2002,10,12,2002,11,2,4,,6000,,6000,,,,,,,59.0331440786142,"[{""adm1_code"":429,""adm1_name"":""Buenos Aires""},{""adm1_code"":433,""adm1_name"":""Chubut""},{""adm1_code"":436,""adm1_name"":""Entre Rios""},{""adm1_code"":444,""adm1_name"":""Rio Negro""},{""adm1_code"":449,""adm1_name"":""Santa Fe""}]",2005-09-26,2023-09-25
2002-0849-GTM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Isidore,GTM,Guatemala,Latin America and the Caribbean,Americas,"Retalhuleu, Suchitepequez, Escuintla, San Marcos provinces",,,No,No,No,,,Kph,,,,2002,9,20,2002,9,24,2,,1500,,1500,,,,,100,169,59.0331440786142,"[{""adm1_code"":64825,""adm1_name"":""Escuintla""},{""adm1_code"":64830,""adm1_name"":""Suchitepéquez""},{""adm1_code"":64831,""adm1_name"":""Retalhuleu""},{""adm1_code"":64832,""adm1_name"":""San Marcos""}]",2005-12-08,2023-09-25
2002-0850-NIC,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Isidore,NIC,Nicaragua,Latin America and the Caribbean,Americas,Managua province,,,No,No,No,,,Kph,,,,2002,9,22,2002,9,22,2,,300,,300,,,,,1000,1694,59.0331440786142,"[{""adm1_code"":2196,""adm1_name"":""Managua""}]",2008-03-21,2023-09-25
2002-0851-SLV,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Isidore,SLV,El Salvador,Latin America and the Caribbean,Americas,Ahuachapan province,,,No,No,No,,,Kph,,,,2002,9,21,2002,9,21,,,500,,500,,,,,,,59.0331440786142,"[{""adm1_code"":1184,""adm1_name"":""Ahuachapan""}]",2003-07-01,2023-09-25
2002-0860-MEX,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,MEX,Mexico,Latin America and the Caribbean,Americas,Guadalajara (Jalisco),,,No,No,No,,,,,,,2002,3,18,2002,3,18,27,19,,,19,,,,,,,59.0331440786142,,2003-07-01,2023-09-25
2002-0868-BRA,No,tec-mis-exp-exp,Technological,Miscellaneous accident,Explosion (Miscellaneous),Explosion (Miscellaneous),,Fireworks,BRA,Brazil,Latin America and the Caribbean,Americas,Cruz Das Almas (Bahia),,,No,No,No,,,,,,,2002,6,24,2002,6,24,1,158,,,158,,,,,,,59.0331440786142,,2003-07-01,2023-09-25
2002-0880-USA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,USA,United States of America,Northern America,Americas,"Fulton, Tioga, Broome, Oswego, Delaware, Dutchess districts (New York province), Wayne district (Pennsylvania province), Connecticut, Massachusetts, Michigan, New Hampshire, New Jersey, Ohio, Wisconsin provinces",,,No,No,No,,,Kph,,,,2002,5,30,2002,6,1,1,47,,,47,,,200500,339640,,,59.0331440786142,"[{""adm1_code"":3220,""adm1_name"":""Connecticut""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3243,""adm1_name"":""New Hampshire""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""},{""adm2_code"":30508,""adm2_name"":""Broome""},{""adm2_code"":30517,""adm2_name"":""Delaware""},{""adm2_code"":30518,""adm2_name"":""Dutchess""},{""adm2_code"":30522,""adm2_name"":""Fulton""},{""adm2_code"":30542,""adm2_name"":""Oswego""},{""adm2_code"":30558,""adm2_name"":""Tioga""},{""adm2_code"":30984,""adm2_name"":""Wayne""}]",2006-07-20,2023-09-25
2002-9292-MEX,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,MEX,Mexico,Latin America and the Caribbean,Americas,"Baja California, Coahuila, Tamaulipas, Veracruz, Sinaloa, Tlaxcala, Sonora, San Luis Potosi provinces",,,No,No,No,,,Km2,,,,2002,4,,2002,,,,,,,,,,,,210000,355732,59.0331440786142,"[{""adm1_code"":2029,""adm1_name"":""Baja California""},{""adm1_code"":2034,""adm1_name"":""Coahuila""},{""adm1_code"":2051,""adm1_name"":""San Luis Potosi""},{""adm1_code"":2052,""adm1_name"":""Sinaloa""},{""adm1_code"":2053,""adm1_name"":""Sonora""},{""adm1_code"":2055,""adm1_name"":""Tamaulipas""},{""adm1_code"":2056,""adm1_name"":""Tlaxcala""},{""adm1_code"":2057,""adm1_name"":""Veracruz""}]",2006-02-22,2023-09-25
2002-9605-BRA,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,BRA,Brazil,Latin America and the Caribbean,Americas,"Minas Gerais, Paraiba, Rio Grande do Norte, Pernambuco, Piaui provinces",,,No,No,Yes,,,Km2,,,,2002,9,,2002,,,,,,,,,,,,,,59.0331440786142,"[{""adm1_code"":677,""adm1_name"":""Minas Gerais""},{""adm1_code"":679,""adm1_name"":""Paraiba""},{""adm1_code"":681,""adm1_name"":""Pernambuco""},{""adm1_code"":682,""adm1_name"":""Piaui""},{""adm1_code"":684,""adm1_name"":""Rio Grande Do Norte""}]",2006-02-22,2023-09-25
2002-9838-HND,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,HND,Honduras,Latin America and the Caribbean,Americas,"Liure, Soledad districts (Paraiso province), Orocuina, El Corpus districts (Choculeta province)",,,No,No,Yes,,128,Km2,,,,2002,1,,2002,,,,,220000,,220000,,,,,,,59.0331440786142,"[{""adm2_code"":17220,""adm2_name"":""El Corpus""},{""adm2_code"":17225,""adm2_name"":""Orocuina""},{""adm2_code"":17440,""adm2_name"":""Liure""},{""adm2_code"":17447,""adm2_name"":""Soledad""}]",2006-02-22,2023-09-25
2002-9843-PER,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,PER,Peru,Latin America and the Caribbean,Americas,"Amazonas, Ancash, Apurimac, Arequipa, Ayacucho, Cajamarca, Callao, Cusco, Huancavelica, Huanuco, Ica, Junin, La Libertad, Lambayeque, Lima, Loreto, Madre de Dios, Moquegua, Pasco, Piura, Puno, San Martin, Tacna, Tumbes, Ucayali provinces",,,No,No,No,,,Km2,,,,2002,3,,2002,,,,,21500,,21500,,,,,,,59.0331440786142,"[{""adm1_code"":2328,""adm1_name"":""Amazonas""},{""adm1_code"":2329,""adm1_name"":""Ancash""},{""adm1_code"":2330,""adm1_name"":""Apurímac""},{""adm1_code"":2331,""adm1_name"":""Arequipa""},{""adm1_code"":2332,""adm1_name"":""Ayacucho""},{""adm1_code"":2333,""adm1_name"":""Cajamarca""},{""adm1_code"":2334,""adm1_name"":""Callao""},{""adm1_code"":2335,""adm1_name"":""Cusco""},{""adm1_code"":2336,""adm1_name"":""Huancavelica""},{""adm1_code"":2337,""adm1_name"":""Huánuco""},{""adm1_code"":2338,""adm1_name"":""Ica""},{""adm1_code"":2339,""adm1_name"":""Junín""},{""adm1_code"":2340,""adm1_name"":""La Libertad""},{""adm1_code"":2341,""adm1_name"":""Lambayeque""},{""adm1_code"":2342,""adm1_name"":""Lima""},{""adm1_code"":2343,""adm1_name"":""Loreto""},{""adm1_code"":2344,""adm1_name"":""Madre de Dios""},{""adm1_code"":2345,""adm1_name"":""Moquegua""},{""adm1_code"":2346,""adm1_name"":""Pasco""},{""adm1_code"":2347,""adm1_name"":""Piura""},{""adm1_code"":2348,""adm1_name"":""Puno""},{""adm1_code"":2349,""adm1_name"":""San Martín""},{""adm1_code"":2350,""adm1_name"":""Tacna""},{""adm1_code"":2351,""adm1_name"":""Tumbes""},{""adm1_code"":2352,""adm1_name"":""Ucayali""}]",2006-02-22,2023-09-25
2002-9853-USA,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,USA,United States of America,Northern America,Americas,"Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin provinces",,,No,No,No,,,Km2,,,,2002,7,,2002,8,,,,,,,,,,,3300000,5590080,59.0331440786142,"[{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3248,""adm1_name"":""North Dakota""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""}]",2006-03-08,2023-09-25
2003-0011-USA,No,tec-tra-air-air,Technological,Transport,Air,Air,,Beech 1900D,USA,United States of America,Northern America,Americas,Charlotte airport (North Carolina),,,No,No,No,,,,,,,2003,1,8,2003,1,8,21,,,,,,,,,,,60.3732510662594,,2003-08-11,2023-09-25
2003-0012-BOL,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,"Cochabamba, Santa Cruz provinces","El Nino, heavy rains",,No,No,No,,19480,Km2,,,"San Julian, Chutacagua",2003,1,3,2003,1,8,1,,6500,,6500,,,,,,,60.3732510662594,"[{""adm1_code"":40445,""adm1_name"":""Cochabamba""},{""adm1_code"":40449,""adm1_name"":""Santa Cruz""}]",2004-01-19,2023-09-25
